comment,label
"Please bhai, thoda mature bano.",warning
Ghatiya insaan ho tum. 🙂!!,severe
"Arey Bakwas band kar, samajh nahi aata kya?",warning
"Bas ab aur sunna nahi, tum saale paagal ho.!!",severe
"Tumse expect nahi tha, thoda behtar karo. 🙂",warning
"Hi Great work, keep it up! 😒 😒",safe
"Ye baat bilkul galat hai, soch lo.",warning
"Hi Great work, keep it up! 😒",safe
"Aise mat bolo, ajeeb lagta hai. 🙏",warning
"Arey Ye baat bilkul galat hai, soch lo.",warning
Hello I agree with you on this point.,safe
Tu bilkul chutiya hai. 😂😂!,severe
Tu bilkul chutiya hai.,severe
Arre Stop karo ye faltu posts. 😡,warning
Tu bilkul chutiya hai. Hatao 😒!!!,severe
Ghatiya insaan ho tum. 🙄!!,severe
"Kya bakwaas likhta hai tu, band kar. 🙄",severe
"Thanks for sharing, bahut useful hai.",safe
"Please bhai, thoda mature bano.",warning
"Hey , shaam karo 🙂 😂",safe
Useful info — saved it 🙏,safe
Tujhse badi bewakoofi kisi mein nahi.,severe
"Chalo theek hai, par agli baar dhyaan rakho. 🙏",warning
Hi Useful info — saved it 🙏 🙂,safe
"Hello Thanks for sharing, bahut useful hai.",safe
Tera dimag kharab hai yaar.!!,severe
"Gandu aadmi, hat pagle.",severe
I agree with you on this point.,safe
"Itna bekaar kaam, tumhe sharam nahi aati? 😒!!",severe
"Please bhai, thoda mature bano.",warning
"Gandu aadmi, hat pagle. 👌",severe
"Aise mat bolo, ajeeb lagta hai.",warning
Tujhse badi bewakoofi kisi mein nahi. Abhi 😡,severe
"Ye baat bilkul galat hai, soch lo. bas 👍",warning
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
"Hey , shaam karo 🙂",safe
"Gandu aadmi, hat pagle.",severe
"Tumhara koi ilaaj nahi, bas ruk ja. Abhi 😂😂!",severe
Can you explain this please? kya kar rahe ho?  🙏,safe
Ghatiya insaan ho tum. Bhag 😂😂,severe
Arre Stop karo ye faltu posts.,warning
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
Hi Interesting point — mujhe pasand aaya.,safe
Kya aap isko thoda aur detail mein bata sakte ho? 🙏,safe
Useful info — saved it 🙏,safe
I agree with you on this point. 😡,safe
Jyada bakwaas mat kar yaar.,warning
"Arre Aise mat bolo, ajeeb lagta hai.",warning
Interesting point — mujhe pasand aaya. 👌,safe
"Saala bakwas banda, hat ja.",severe
"Tumhara koi ilaaj nahi, bas ruk ja. Saala",severe
"Arey Please bhai, thoda mature bano.",warning
Ghatiya insaan ho tum.,severe
I agree with you on this point. Nice,safe
Hi Kya aap isko thoda aur detail mein bata sakte ho? 😡,safe
"Tumse expect nahi tha, thoda behtar karo.",warning
Tu bilkul chutiya hai. Bhag 😂,severe
"Hey , shaam karo 🙂 😂",safe
"Arre Aise mat bolo, ajeeb lagta hai.",warning
Hello Kya aap isko thoda aur detail mein bata sakte ho?,safe
Ghatiya insaan ho tum. Hatao 😂,severe
"Arey Tu thoda sudhar, yaar.",warning
"Arey Tumse expect nahi tha, thoda behtar karo.",warning
Tujhse badi bewakoofi kisi mein nahi.,severe
"Tumse expect nahi tha, thoda behtar karo. abhi 🙄",warning
"Gandu aadmi, hat pagle. Saala!!!",severe
Hi Can you explain this please? kya kar rahe ho? ,safe
"Hey , shaam karo 🙂 😒",safe
Tu bilkul chutiya hai. 😂,severe
"Saala bakwas banda, hat ja. Abhi 😂😂!!!",severe
"Gandu aadmi, hat pagle.",severe
"Kya bakwaas likhta hai tu, band kar.",severe
I agree with you on this point.,safe
Tera dimag kharab hai yaar.,severe
Tu bilkul chutiya hai.!,severe
Tu bilkul chutiya hai.!,severe
Ghatiya insaan ho tum.!,severe
"Good job yaar, shandar!",safe
Hello Useful info — saved it 🙏 😡,safe
"Hey , shaam karo 🙂",safe
Hello Kya aap isko thoda aur detail mein bata sakte ho? 👌,safe
"Arre Ye baat bilkul galat hai, soch lo.",warning
"This helped me a lot, thanks.",safe
"Chalo theek hai, par agli baar dhyaan rakho.",warning
Hi Kya aap isko thoda aur detail mein bata sakte ho?,safe
Interesting point — mujhe pasand aaya. 😂😂,safe
Kya aap isko thoda aur detail mein bata sakte ho? 🙄,safe
Can you explain this please? kya kar rahe ho?  😂,safe
Arre Stop karo ye faltu posts. 😊,warning
Stop karo ye faltu posts. 🙂,warning
Tujhse badi bewakoofi kisi mein nahi.!!,severe
"Hi Hey , shaam karo 🙂",safe
"Hello Thanks for sharing, bahut useful hai.",safe
"Ye baat bilkul galat hai, soch lo. 👌",warning
Hi I agree with you on this point. 😂,safe
Tera dimag kharab hai yaar. 😂😂,severe
"Chalo theek hai, par agli baar dhyaan rakho.",warning
Useful info — saved it 🙏 😒,safe
"Hello Hey , shaam karo 🙂 🙄",safe
Arre Ghatiya kaam kiya tumne.,warning
"Great work, keep it up! 😒",safe
Hi Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Tumhara koi ilaaj nahi, bas ruk ja. 🙄",severe
Ghatiya kaam kiya tumne.,warning
"Arey Please bhai, thoda mature bano.",warning
"Arre Tumse expect nahi tha, thoda behtar karo. 😊",warning
Arey Ghatiya kaam kiya tumne.,warning
"This helped me a lot, thanks. 😒",safe
"Please bhai, thoda mature bano.",warning
"Hello This helped me a lot, thanks. 🙏",safe
"Bas ab aur sunna nahi, tum saale paagal ho. 😡!!",severe
"Arey Bakwas band kar, samajh nahi aata kya? 🙂",warning
"Kya bakwaas likhta hai tu, band kar. 😂😂",severe
"Itna bekaar kaam, tumhe sharam nahi aati? 👌!",severe
Ghatiya kaam kiya tumne. 😊,warning
Arey Jyada bakwaas mat kar yaar.,warning
"Kya bakwaas likhta hai tu, band kar.",severe
"Hello This helped me a lot, thanks. 😊",safe
Can you explain this please? kya kar rahe ho? ,safe
"This helped me a lot, thanks. 👌",safe
Arre Stop karo ye faltu posts. 😂😂,warning
Useful info — saved it 🙏,safe
Hey Kya aap isko thoda aur detail mein bata sakte ho? mast,safe
"Tumhara koi ilaaj nahi, bas ruk ja.",severe
"Tu thoda sudhar, yaar.",warning
Ghatiya insaan ho tum.!,severe
"Kya bakwaas likhta hai tu, band kar. 😂!",severe
Tujhse badi bewakoofi kisi mein nahi. 🙏!,severe
"Great work, keep it up! 😒",safe
Jyada bakwaas mat kar yaar.,warning
Tu bilkul chutiya hai. Bhag 🙂,severe
"Hello Hey , shaam karo 🙂 😒",safe
Interesting point — mujhe pasand aaya. Thx,safe
Can you explain this please? kya kar rahe ho? ,safe
"Hello This helped me a lot, thanks.",safe
"This helped me a lot, thanks. 🙄",safe
"Bas ab aur sunna nahi, tum saale paagal ho.!!",severe
"Kya bakwaas likhta hai tu, band kar. 😊",severe
"Please bhai, thoda mature bano.",warning
Stop karo ye faltu posts. 👍,warning
Tera dimag kharab hai yaar. 👌,severe
Tu bilkul chutiya hai.,severe
Arre Stop karo ye faltu posts. 👌,warning
Tujhse badi bewakoofi kisi mein nahi. Saala 😂😂,severe
"Saala bakwas banda, hat ja. 🙏",severe
Stop karo ye faltu posts.,warning
Hi Interesting point — mujhe pasand aaya. 👌,safe
Stop karo ye faltu posts.,warning
Can you explain this please? kya kar rahe ho? ,safe
"Arre Tumse expect nahi tha, thoda behtar karo.",warning
Hi Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Chalo theek hai, par agli baar dhyaan rakho.",warning
Tu bilkul chutiya hai. 😂!!,severe
"Hello Good job yaar, shandar! 😊",safe
Hi Useful info — saved it 🙏 👍,safe
"Great work, keep it up! 😒",safe
Jyada bakwaas mat kar yaar.,warning
"Hi Good job yaar, shandar!",safe
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
Tu bilkul chutiya hai. Hatao 😡,severe
Useful info — saved it 🙏 🙏,safe
"Kya bakwaas likhta hai tu, band kar.",severe
Hello Kya aap isko thoda aur detail mein bata sakte ho? 😂,safe
Tu bilkul chutiya hai.,severe
"Hi Hey , shaam karo 🙂 🙂",safe
Jyada bakwaas mat kar yaar. 🙄,warning
"Hi This helped me a lot, thanks.",safe
Jyada bakwaas mat kar yaar.,warning
"Arey Tumse expect nahi tha, thoda behtar karo.",warning
"Bas ab aur sunna nahi, tum saale paagal ho. 😂",severe
"Arre Please bhai, thoda mature bano.",warning
"Tumhara koi ilaaj nahi, bas ruk ja. Saala!",severe
"Chalo theek hai, par agli baar dhyaan rakho. bas 🙄",warning
"Good job yaar, shandar! 😡",safe
Tu bilkul chutiya hai. 😒,severe
Jyada bakwaas mat kar yaar.,warning
Useful info — saved it 🙏,safe
"Tumse expect nahi tha, thoda behtar karo. 😒",warning
Useful info — saved it 🙏 😂,safe
"Hello Great work, keep it up! 😒",safe
"Hello This helped me a lot, thanks. 👌",safe
"Thanks for sharing, bahut useful hai.",safe
"Arre Tu thoda sudhar, yaar.",warning
"Saala bakwas banda, hat ja. Bhag 😒",severe
Hello Useful info — saved it 🙏 Nice,safe
"Please bhai, thoda mature bano.",warning
Arey Stop karo ye faltu posts. abhi 🙏,warning
"Tumhara koi ilaaj nahi, bas ruk ja. 🙏!",severe
"Thanks for sharing, bahot useful hai. mast",safe
Tujhse badi bewakoofi kisi mein nahi.,severe
"Chalo theek hai, par agli baar dhyaan rakho. 👍",warning
Hello Kya aap isko thoda aur detail mein bata sakte ho? 😂😂,safe
"Chalo theek hai, par agli baar dhyaan rakho. bas 😊",warning
"Tumse expect nahi tha, thoda behtar karo. 👌",warning
Hi Can you explain this please? kya kar rahe ho?  🙂,safe
I agree with you on this point.,safe
Stop karo ye faltu posts.,warning
"Hey , shaam karo 🙂 😂😂",safe
Ghatiya insaan ho tum. 🙄,severe
Ghatiya insaan ho tum. 😊!!,severe
"Hey , shaam karo 🙂 😒",safe
Hello Interesting point — mujhe pasand aaya. 😡,safe
"Arey Tumse expect nahi tha, thoda behtar karo.",warning
"Hey , shaam karo 🙂",safe
"Please bhai, thoda mature bano.",warning
"Arey Tumse expect nahi tha, thoda behtar karo.",warning
Useful info — saved it 🙏,safe
"Great work, keep it up! 😒",safe
"Arey Ye baat bilkul galat hai, soch lo. abhi 🙄",warning
"Hey , shaam karo 🙂 😒",safe
Ghatiya insaan ho tum. 🙏,severe
"Arey Tu thoda sudhar, yaar.",warning
"Arre Please bhai, thoda mature bano.",warning
Can you explain this please? kya kar rahe ho? ,safe
Tu bilkul chutiya hai. Saala 🙏!!!,severe
Ghatiya insaan ho tum. Abhi 😊!,severe
Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Itna bekaar kaam, tumhe sharam nahi aati? 🙏!!",severe
"Great work, keep it up! 😒",safe
"Chalo theek hai, par agli baar dhyaan rakho.",warning
Tujhse badi bewakoofi kisi mein nahi. Bhag 👌,severe
"Saala bakwas banda, hat ja.",severe
Ghatiya kaam kiya tumne.,warning
Tera dimag kharab hai yaar.,severe
"Arey Tumse expect nahi tha, thoda behtar karo.",warning
"Itna bekaar kaam, tumhe sharam nahi aati?!",severe
"Great work, keep it up! 😒 😂😂",safe
"Arey Chalo theek hai, par agli baar dhyaan rakho.",warning
Tera dimag kharab hai yaar. 🙂,severe
"Hello Hey , shaam karo 🙂",safe
Interesting point — mujhe pasand aaya.,safe
Tu bilkul chutiya hai. 😂,severe
"Arre Please bhai, thoda mature bano. 🙄",warning
Arre Jyada bakwaas mat kar yaar. thoda 😡,warning
Hello Can you explain this please? kya kar rahe ho? ,safe
"Tumhara koi ilaaj nahi, bas ruk ja. 😒",severe
"Tumse expect nahi tha, thoda behtar karo.",warning
Hey Interesting point — mujhe pasand aaya. 🙏,safe
Can you explain this please? kya kar rahe ho? ,safe
Jyada bakwaas mat kar yaar.,warning
"Ye baat bilkul galat hai, soch lo.",warning
Hi Interesting point — mujhe pasand aaya. 😂,safe
"Bas ab aur sunna nahi, tum saale paagal ho.!!",severe
"Arey Please bhai, thoda mature bano. 😂",warning
"Arre Please bhai, thoda mature bano. 😂😂",warning
Arey Stop karo ye faltu posts. 😂😂,warning
"This helped me a lot, thanks.",safe
"Hi Hey , shaam karo 🙂",safe
"Arre Aise mat bolo, ajeeb lagta hai. thoda",warning
"Arey Tu thoda sudhar, yaar.",warning
"Gandu aadmi, hat pagle. 😂",severe
"Great work, keep it up! 😒 😒",safe
"Arey Chalo theek hai, par agli baar dhyaan rakho. 😊",warning
"Hi This helped me a lot, thanks. 😡",safe
Stop karo ye faltu posts.,warning
Tujhse badi bewakoofi kisi mein nahi. 😡!,severe
Ghatiya insaan ho tum. Bhag 👍,severe
Can you explain this please? kya kar rahe ho? ,safe
Arey Stop karo ye faltu posts.,warning
"Thanks for sharing, bahut useful hai.",safe
"Hello Great work, keep it up! 😒",safe
Ghatiya kaam kiya tumne. 😊,warning
Arre Ghatiya kaam kiya tumne.,warning
Ghatiya insaan ho tum.,severe
Kya aap isko thoda aur detail mein bata sakte ho?,safe
Useful info — saved it 🙏 😂😂,safe
Tera dimag kharab hai yaar. 😊,severe
Useful info — saved it 🙏,safe
"Good job yaar, shandar!",safe
"Arre Aise mat bolo, ajeeb lagta hai.",warning
"Tu thoda sudhar, yaar.",warning
"Arre Chalo theek hai, par agli baar dhyaan rakho.",warning
"Aise mat bolo, ajeeb lagta hai. 😂",warning
Hey Useful info — saved it 🙏 Nice,safe
Jyada bakwaas mat kar yaar.,warning
Arre Jyada bakwaas mat kar yaar.,warning
"Arre Tumse expect nahi tha, thoda behtar karo.",warning
Hi Kya aap isko thoda aur detail mein bata sakte ho? 😒,safe
"Thanks for sharing, bahut useful hai.",safe
"Bakwas band kar, samajh nahi aata kya? 👍",warning
"Bas ab aur sunna nahi, tum saale paagal ho. 👍",severe
"Hello This helped me a lot, thanks. 🙄",safe
"Saala bakwas banda, hat ja. 😂!!!",severe
Tera dimag kharab hai yaar. Abhi 😒,severe
Hello Useful info — saved it 🙏,safe
"Bas ab aur sunna nahi, tum saale paagal ho. 🙏",severe
Tujhse badi bewakoofi kisi mein nahi.!,severe
Useful info — saved it 🙏 👌,safe
"Tumhara koi ilaaj nahi, bas ruk ja.!!",severe
"Saala bakwas banda, hat ja.!!",severe
Tu bilkul chutiya hai.,severe
"Hi This helped me a lot, thanks. 🙂",safe
Hello Useful info — saved it 🙏,safe
"Gandu aadmi, hat pagle.!",severe
"Tumse expect nahi tha, thoda behtar karo.",warning
"Good job yaar, shandar!",safe
Ghatiya kaam kiya tumne.,warning
"Kya bakwaas likhta hai tu, band kar. 🙄!!",severe
"Chalo theek hai, par agli baar dhyaan rakho.",warning
"Kya bakwaas likhta hai tu, band kar. 🙄",severe
"Hey , shaam karo 🙂 😂😂",safe
"Aise mat bolo, ajeeb lagta hai.",warning
Ghatiya kaam kiya tumne.,warning
Hello Useful info — saved it 🙏 🙄,safe
"Kya bakwaas likhta hai tu, band kar.!",severe
"Please bhai, thoda mature bano.",warning
Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Gandu aadmi, hat pagle.",severe
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
Interesting point — mujhe pasand aaya.,safe
"Bakwas band kar, samajh nahi aata kya? 😂😂",warning
"Arre Aise mat bolo, ajeeb lagta hai. 😒",warning
Ghatiya insaan ho tum. 😊,severe
Arre Jyada bakwaas mat kar yaar. 😂,warning
Tujhse badi bewakoofi kisi mein nahi. Hatao!,severe
I agree with you on this point.,safe
Arre Stop karo ye faltu posts. 😊,warning
"Please bhai, thoda mature bano.",warning
Can you explain this please? kya kar rahe ho?  🙏,safe
Tu bilkul chutiya hai. 😂😂,severe
Tu bilkul chutiya hai. 😂!!!,severe
Hello Interesting point — mujhe pasand aaya.,safe
Tu bilkul chutiya hai.,severe
"Kya bakwaas likhta hai tu, band kar. 😒",severe
"Chalo theek hai, par agli baar dhyaan rakho.",warning
"Itna bekaar kaam, tumhe sharam nahi aati? 😊",severe
"Hello Good job yaar, shandar!",safe
"Aise mat bolo, ajeeb lagta hai. 😂",warning
Hi Kya aap isko thoda aur detail mein bata sakte ho?,safe
Tu bilkul chutiya hai. 👍,severe
"Thanks for sharing, bahut useful hai.",safe
"This helped me a lot, thanks. 🙂",safe
"Hello Good job yaar, shandar!",safe
Hi I agree with you on this point.,safe
Hi Interesting point — mujhe pasand aaya.,safe
"Good job yaar, shandar! 👍",safe
Hello Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Saala bakwas banda, hat ja.",severe
"Itna bekaar kaam, tumhe sharam nahi aati?!!",severe
"Saala bakwas banda, hat ja. 😡",severe
"Kya bakwaas likhta hai tu, band kar. 😂!!",severe
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
Interesting point — mujhe pasand aaya.,safe
Can you explain this please? kya kar rahe ho?  Nice,safe
"Great work, keep it up! 😒",safe
"Bas ab aur sunna nahi, tum saale paagal ho. Bhag 😡!!!",severe
"Thanks for sharing, bahut useful hai.",safe
"Tumhara koi ilaaj nahi, bas ruk ja. 🙏!",severe
"Great work, keep it up! 😒",safe
"Chalo theek hai, par agli baar dhyaan rakho. please 😂😂",warning
"Hi This helped me a lot, thanks. 👍",safe
"Hello Good job yaar, shandar! 🙂",safe
Jyada bakwaas mat kar yaar.,warning
"Hello Thanks for sharing, bahut useful hai.",safe
"Ye baat bilkul galat hai, soch lo.",warning
"Arre Chalo theek hai, par agli baar dhyaan rakho.",warning
Tu bilkul chutiya hai. 😂😂,severe
Hi I agree with you on this point.,safe
"Hi Great work, keep it up! 😒 🙏",safe
Tu bilkul chutiya hai.!!,severe
"Kya bakwaas likhta hai tu, band kar. Bhag 👍!!!",severe
"Kya bakwaas likhta hai tu, band kar. 👍",severe
"Saala bakwas banda, hat ja. Bhag 🙏",severe
"Hello Thanks for sharing, bahut useful hai. 😡",safe
"Bas ab aur sunna nahi, tum saale paagal ho. 🙏!",severe
"This helped me a lot, thanks.",safe
"Arey Please bhai, thoda mature bano.",warning
"Gandu aadmi, hat pagle. Saala!!",severe
"Hey , shaam karo 🙂",safe
"Hello This helped me a lot, thanks.",safe
"This helped me a lot, thanks. 😂",safe
"Great work, keep it up! 😒",safe
"Hello Good job yaar, shandar!",safe
Arre Jyada bakwaas mat kar yaar. please 🙂,warning
Useful info — saved it 🙏 🙏,safe
Kya aap isko thoda aur detail mein bata sakte ho?,safe
Hi Can you explain this please? kya kar rahe ho?  😂😂,safe
"Arey Please bhai, thoda mature bano. bas",warning
"Hello Good job yaar, shandar! 👍",safe
Stop karo ye faltu posts. please 🙂,warning
Jyada bakwaas mat kar yaar.,warning
Arre Jyada bakwaas mat kar yaar. thoda 😒,warning
Tujhse badi bewakoofi kisi mein nahi.,severe
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
"Hi This helped me a lot, thanks.",safe
"Bakwas band kar, samajh nahi aata kya?",warning
"Bakwas band kar, samajh nahi aata kya?",warning
I agree with you on this point. 😡,safe
Hi Useful info — saved it 🙏 👍,safe
"Chalo theek hai, par agli baar dhyaan rakho. 😂😂",warning
"Bas ab aur sunna nahi, tum saale paagal ho. Saala",severe
Hi Can you explain this please? kya kar rahe ho? ,safe
"Arre Bakwas band kar, samajh nahi aata kya?",warning
"Chalo theek hai, par agli baar dhyaan rakho. bas 😂",warning
"Saala bakwas banda, hat ja.",severe
"Tu thoda sudhar, yaar. 😂😂",warning
"Hello This helped me a lot, thanks.",safe
Can you explain this please? kya kar rahe ho? ,safe
Jyada bakwaas mat kar yaar.,warning
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
"Chalo theek hai, par agli baar dhyaan rakho. 😂😂",warning
Interesting point — mujhe pasand aaya. awesome,safe
Tera dimag kharab hai yaar. 😒!!,severe
"Arre Bakwas band kar, samajh nahi aata kya?",warning
"Hi Thanks for sharing, bahut useful hai.",safe
"Bas ab aur sunna nahi, tum saale paagal ho. 😂!!",severe
"Arre Tumse expect nahi tha, thoda behtar karo. please 🙂",warning
"Tumse expect nahi tha, thoda behtar karo. thoda",warning
"Gandu aadmi, hat pagle. 🙏",severe
"Good job yaar, shandar! 🙂",safe
Ghatiya kaam kiya tumne.,warning
"Gandu aadmi, hat pagle. 🙂",severe
"Hi Good job yaar, shandar!",safe
"Tu thoda sudhar, yaar.",warning
"Aise mat bolo, ajeeb lagta hai.",warning
"Itna bekaar kaam, tumhe sharam nahi aati? 👌!!",severe
Useful info — saved it 🙏,safe
"Bakwas band kar, samajh nahi aata kya?",warning
Hi Interesting point — mujhe pasand aaya.,safe
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
"Arey Chalo theek hai, par agli baar dhyaan rakho. please",warning
Arre Stop karo ye faltu posts.,warning
"Kya bakwaas likhta hai tu, band kar. 🙏!!",severe
Tera dimag kharab hai yaar. Saala 😒,severe
"Great work, keep it up! 😒",safe
"Hi Hey , shaam karo 🙂",safe
"Kya bakwaas likhta hai tu, band kar.!",severe
Hello Useful info — saved it 🙏 😂😂,safe
Ghatiya kaam kiya tumne.,warning
"Ye baat bilkul galat hai, soch lo.",warning
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
"Good job yaar, shandar!",safe
"Tu thoda sudhar, yaar.",warning
"Please bhai, thoda mature bano.",warning
"Hi Great work, keep it up! 😒 🙏",safe
Useful info — saved it 🙏,safe
I agree with you on this point.,safe
Kya aap isko thoda aur detail mein bata sakte ho?,safe
Tu bilkul chutiya hai. Abhi 🙂,severe
"Arre Chalo theek hai, par agli baar dhyaan rakho. bas",warning
"Ye baat bilkul galat hai, soch lo. 👍",warning
"Please bhai, thoda mature bano.",warning
Jyada bakwaas mat kar yaar.,warning
Hi Interesting point — mujhe pasand aaya.,safe
"Aise mat bolo, ajeeb lagta hai. 👍",warning
"Please bhai, thoda mature bano.",warning
"Good job yaar, shandar!",safe
"Saala bakwas banda, hat ja. 😂😂",severe
Useful info — saved it 🙏,safe
"Ye baat bilkul galat hai, soch lo.",warning
"This helped me a lot, thanks. 🙂",safe
Tu bilkul chutiya hai.!,severe
"Bakwas band kar, samajh nahi aata kya?",warning
"Hey , shaam karo 🙂",safe
"Bas ab aur sunna nahi, tum saale paagal ho. 👍",severe
Ghatiya insaan ho tum. 🙂,severe
Ghatiya kaam kiya tumne.,warning
"Arey Tumse expect nahi tha, thoda behtar karo.",warning
"Chalo theek hai, par agli baar dhyaan rakho. please",warning
Hello Can you explain this please? kya kar rahe ho?  👌,safe
Useful info — saved it 🙏,safe
"Kya bakwaas likhta hai tu, band kar. 😂😂",severe
"Arey Tu thoda sudhar, yaar.",warning
"Aise mat bolo, ajeeb lagta hai.",warning
"Itna bekaar kaam, tumhe sharam nahi aati? 😒!!",severe
"This helped me a lot, thanks.",safe
I agree with you on this point.,safe
Interesting point — mujhe pasand aaya.,safe
"Tumhara koi ilaaj nahi, bas ruk ja. 👌!!",severe
"Ye baat bilkul galat hai, soch lo.",warning
Tujhse badi bewakoofi kisi mein nahi. 😊!!,severe
Tera dimag kharab hai yaar.,severe
Tu bilkul chutiya hai.,severe
Hello I agree with you on this point.,safe
Tu bilkul chutiya hai.,severe
"Itna bekaar kaam, tumhe sharam nahi aati? 👍",severe
"Hi Thanks for sharing, bahut useful hai. badiya",safe
Arre Stop karo ye faltu posts.,warning
Stop karo ye faltu posts. 😊,warning
Arre Ghatiya kaam kiya tumne. 🙏,warning
Hi Kya aap isko thoda aur detail mein bata sakte ho? Thx,safe
"Hello This helped me a lot, thanks.",safe
Useful info — saved it 🙏,safe
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
Interesting point — mujhe pasand aaya.,safe
Tu bilkul chutiya hai. 😒!!,severe
"Tu thoda sudhar, yaar.",warning
Can you explain this please? kya kar rahe ho?  👍,safe
"Good job yaar, shandar!",safe
"This helped me a lot, thanks.",safe
"Tumse expect nahi tha, thoda behtar karo. 🙄",warning
Arey Stop karo ye faltu posts.,warning
"Aise mat bolo, ajeeb lagta hai.",warning
"Arey Bakwas band kar, samajh nahi aata kya?",warning
Hi Interesting point — mujhe pasand aaya.,safe
"Tumhara koi ilaaj nahi, bas ruk ja. 😒!!",severe
Ghatiya insaan ho tum.,severe
"Itna bekaar kaam, tumhe sharam nahi aati? Hatao 🙏",severe
Tu bilkul chutiya hai.!,severe
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
"Gandu aadmi, hat pagle.",severe
Tera dimag kharab hai yaar. 😊!!,severe
"Hey , shaam karo 🙂",safe
Interesting point — mujhe pasand aaya. 🙏,safe
"Saala bakwas banda, hat ja. 👌",severe
"Kya bakwaas likhta hai tu, band kar. Hatao 🙂",severe
"Hey , shaam karo 🙂",safe
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
"Hello Thanks for sharing, bahut useful hai. 😂😂",safe
"Kya bakwaas likhta hai tu, band kar. 😂!!",severe
I agree with you on this point.,safe
"Good job yaar, shandar!",safe
Tu bilkul chutiya hai. 😊,severe
Jyada bakwaas mat kar yaar. please 🙂,warning
"Tu thoda sudhar, yaar.",warning
"Chalo theek hai, par agli baar dhyaan rakho. 😂",warning
Can you explain this please? kya kar rahe ho? ,safe
"Thanks for sharing, bahut useful hai.",safe
"Tumhara koi ilaaj nahi, bas ruk ja. 🙄!",severe
"Hi Great work, keep it up! 😒 😡",safe
"Saala bakwas banda, hat ja. 👍",severe
"Hey Thanks for sharing, bahut useful hai. Thanks",safe
"Tumhara koi ilaaj nahi, bas ruk ja. 😊",severe
Hi Kya aap isko thoda aur detail mein bata sakte ho?,safe
Arey Stop karo ye faltu posts.,warning
"This helped me a lot, thanks.",safe
Hello I agree with you on this point.,safe
"Tumhara koi ilaaj nahi, bas ruk ja. 😊!!",severe
"Arey Chalo theek hai, par agli baar dhyaan rakho. 👍",warning
Tu bilkul chutiya hai.!!,severe
"Tumhara koi ilaaj nahi, bas ruk ja.",severe
"Good job yaar, shandar!",safe
Tera dimag kharab hai yaar. 😂!!,severe
"Good job yaar, shandar!",safe
"Ye baat bilkul galat hai, soch lo.",warning
"Saala bakwas banda, hat ja. 🙏",severe
Stop karo ye faltu posts.,warning
Tu bilkul chutiya hai. 😂,severe
Hi Kya aap isko thoda aur detail mein bata sakte ho?,safe
Tu bilkul chutiya hai.!,severe
Ghatiya insaan ho tum. Bhag 😊,severe
Ghatiya insaan ho tum. 🙂,severe
Arre Ghatiya kaam kiya tumne.,warning
Tu bilkul chutiya hai. 😒,severe
"Arey Aise mat bolo, ajeeb lagta hai. 😊",warning
Tu bilkul chutiya hai. Hatao 😂,severe
"Tumse expect nahi tha, thoda behtar karo.",warning
"Tumse expect nahi tha, thoda behtar karo.",warning
"Gandu aadmi, hat pagle.",severe
Hello Can you explain this please? kya kar rahe ho? ,safe
I agree with you on this point.,safe
"Arre Bakwas band kar, samajh nahi aata kya? 😒",warning
"Tu thoda sudhar, yaar.",warning
"Hello Thanks for sharing, bahut useful hai. 😊",safe
"Kya bakwaas likhta hai tu, band kar.",severe
"Aise mat bolo, ajeeb lagta hai. 🙂",warning
"Tumhara koi ilaaj nahi, bas ruk ja.",severe
"Tumhara koi ilaaj nahi, bas ruk ja.!!",severe
"Gandu aadmi, hat pagle.!",severe
Ghatiya insaan ho tum. 🙏,severe
"Arre Ye baat bilkul galat hai, soch lo.",warning
"Arre Tumse expect nahi tha, thoda behtar karo. 😊",warning
"Ye baat bilkul galat hai, soch lo.",warning
"This helped me a lot, thanks.",safe
Hello I agree with you on this point.,safe
"Thanks for sharing, bahut useful hai.",safe
"Good job yaar, shandar!",safe
Ghatiya insaan ho tum. 🙂,severe
"Chalo theek hai, par agli baar dhyaan rakho.",warning
"Tu thoda sudhar, yaar.",warning
"Arre Aise mat bolo, ajeeb lagta hai.",warning
"Tumhara koi ilaaj nahi, bas ruk ja. 😊!!!",severe
Arey Ghatiya kaam kiya tumne.,warning
Tera dimag kharab hai yaar.,severe
"Tumse expect nahi tha, thoda behtar karo. bas",warning
"Please bhai, thoda mature bano. abhi 👍",warning
